año,Importe del contrato,Código del contrato,Proveedor o contratista,Siglas de la Institución,producto,Número del procedimiento,Descripción 3,Tipo de contratación,dia,Fecha de inicio del contrato
2022,292518.0,2789953,TECNO COMERCIAL PAKTLI SA DE CV,IMSS,Consumibles,LA-050GYR076-E7-2022,,Adquisiciones,08-06-2023,2022-12-04
2022,429320.0,2834017,LBA INDUSTRIAL MINING Y COMPANIA S DE RL DE C,ESSA,,LA-010K2N001-E468-2022,,Adquisiciones,08-06-2023,2022-07-14
2022,4017500.0,2834029,TANQUES DEL BAJIO SA DE CV,ESSA,,LA-010K2N001-E468-2022,,Adquisiciones,08-06-2023,2022-07-14
2022,13060.0,2897752,GRUPO FAYX SA DE CV,IMSS,Accesorios,AA-050GYR022-E298-2022,,Adquisiciones,08-06-2023,2022-08-09
2022,35700.0,2806437,RYU MEDICAL SA DE CV,IMSS,,AA-050GYR082-E54-2022,,Adquisiciones,08-06-2023,2022-09-05
2022,580359.8574999999,2833795,ASIA IBS MEXICO SA DE CV,ESSA,,LA-010K2N001-E468-2022,,Adquisiciones,08-06-2023,2022-07-14
2022,307000.0,2741568,INSUMOS MEDICOS QUIRURGICOS SA DE CV,IMSS,Ortopedia,AA-050GYR082-E28-2022,,Adquisiciones,08-06-2023,2022-01-02
2022,618651.0,2740802,LICONSA SA DE CV,IMSS,,AA-050GYR082-E11-2022,,Adquisiciones,08-06-2023,2022-01-02
2022,2059014.49,2935241,FELIPE RAMIREZ ALEJANDRE,IMSS,Servicios,IA-050GYR058-E741-2022,,Servicios,08-06-2023,2022-11-23
2022,58015.0,2806424,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E54-2022,,Adquisiciones,08-06-2023,2022-09-05
2021,768266.28,2532083,ANTON PAAR MEXICO SA DE CV,IMP,Servicios,AA-018T0O004-E180-2021,,Servicios,08-06-2023,2021-06-28
2022,43000.0,2812042,SOLUCIONES INTEGRALES PARA LABORATORIO Y SERV,SEDENA,Servicios,AA-007000998-E69-2022,,Servicios,08-06-2023,2022-06-06
2021,51176.64,2615755,MEDICAL ADVANCED SUPPLIES SA DE CV,CRAE,Servicios,AA-012M7A001-E384-2021,,Adquisiciones,08-06-2023,2021-10-13
2021,61500.0,2615759,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,CRAE,Servicios,AA-012M7A001-E385-2021,,Adquisiciones,08-06-2023,2021-10-13
2022,660887.5,2831011,MEDICAL SCOPE SA DE CV,IMSS,Servicios,IA-050GYR033-E336-2022,,Servicios,08-06-2023,2022-10-08
2022,1245456.2,2817533,SERVICIOS E INNOVACIONES DE MEXICO SA DE CV,IMSS,Servicios,LA-050GYR071-E114-2021,,Servicios,08-06-2023,2022-01-01
2021,44514.0,2619192,LUIS EDUARDO SAENZ PALLARES,IMSS,Consumibles,LA-050GYR013-E275-2021,,Adquisiciones,08-06-2023,2021-10-01
2022,182488.5,2841811,MEXICANA DE ELECTRONICA INDUSTRIAL SA DE CV,CENAM,Otros,AA-010K2H001-E232-2022,,Adquisiciones,08-06-2023,2022-08-24
2022,63560.51,2842155,DISTRIBUIDOR QUIMICO ALY SA DE CV,CONAGUA,Servicios,AA-016B00026-E15-2022,,Servicios,08-06-2023,2022-12-09
2021,56532.0,2619197,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO SA,IMSS,Consumibles,LA-050GYR013-E275-2021,,Adquisiciones,08-06-2023,2021-10-01
2021,76117.8,2619194,DAHFSA DE MEXICO SA DE CV,IMSS,Servicios,LA-050GYR022-E124-2021,,Servicios,08-06-2023,2021-05-20
2021,15200.0,2619209,NEW WORLD TECHNOLOGY SA DE CV,IMSS,Consumibles,LA-050GYR013-E275-2021,,Adquisiciones,08-06-2023,2021-10-04
2021,208000.0,2619214,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,LA-050GYR013-E275-2021,,Adquisiciones,08-06-2023,2021-10-15
2021,92530.0,2619222,AMC BIOMEDICAL SA DE CV,IMSS,Consumibles,LA-050GYR013-E275-2021,,Adquisiciones,08-06-2023,2021-10-18
2021,7150.0,2619226,NEW WORLD TECHNOLOGY SA DE CV,IMSS,Consumibles,LA-050GYR013-E275-2021,,Adquisiciones,08-06-2023,2021-10-18
2022,33200.0,2904010,AMS HEALTH SA DE CV,INCMNSZ,Servicios,AA-012NCG001-E2101-2022,,Adquisiciones,08-06-2023,2022-10-13
2022,111280.0,2806394,CAPACE MEDICAL SA DE CV,IMSS,,AA-050GYR082-E54-2022,,Adquisiciones,08-06-2023,2022-09-05
2022,2111224.13,2886282,MEDICAL ADVANCED SUPPLIES SA DE CV,IMSS,Consumibles,AA-050GYR015-E332-2022,,Adquisiciones,08-06-2023,2022-10-14
2022,952355.0,2762724,BERCLAN SA DE CV,IMSS,Consumibles,LA-050GYR071-E8-2022,,Adquisiciones,08-06-2023,2022-01-03
2022,140648.0,2762725,COMERCIALIZADORA LOGMEDIC SA DE CV,IMSS,Consumibles,LA-050GYR071-E8-2022,,Adquisiciones,08-06-2023,2022-01-03
2022,212800.0,2806405,DISTRIBUIDORA SEVI SA DE CV,IMSS,,AA-050GYR082-E54-2022,,Adquisiciones,08-06-2023,2022-09-05
2021,30172.42,2447350,MARIO ENRIQUE HERNANDEZ GARCIA,IMSS,Servicios,AA-050GYR079-E7-2021,,Servicios,08-06-2023,2021-02-10
2022,122400.0,2762729,CORPORATIVO EN SERVICIOS DE INGENIERIA MEDICA,IMSS,Consumibles,LA-050GYR071-E8-2022,,Adquisiciones,08-06-2023,2022-01-03
2022,401287.54,2762732,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,LA-050GYR071-E8-2022,,Adquisiciones,08-06-2023,2022-01-03
2021,65517.25,2447385,FERNANDO HERNANDEZ LEMUS,IMSS,Servicios,AA-050GYR079-E7-2021,,Servicios,08-06-2023,2021-02-10
2022,143920.0,2762735,DIM TECNOLOGIA MEDICA EN INTERPRETACION SA DE,IMSS,Consumibles,LA-050GYR071-E8-2022,,Adquisiciones,08-06-2023,2022-01-03
2022,677440.16,2762743,INSTRUMENTACION MEDICA SA DE CV,IMSS,Consumibles,LA-050GYR071-E8-2022,,Adquisiciones,08-06-2023,2022-01-03
2022,939800.0,2762746,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO SA,IMSS,Consumibles,LA-050GYR071-E8-2022,,Adquisiciones,08-06-2023,2022-01-03
2022,130400.0,2762754,SERVICIOS MEDICOS Y TECNICOS SA DE CV,IMSS,Consumibles,LA-050GYR071-E8-2022,,Adquisiciones,08-06-2023,2022-01-03
2021,47550.0,2618674,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Monitoreo,AA-050GYR022-E190-2021,,Adquisiciones,08-06-2023,2021-05-25
2022,260586.0,2796856,AUDIO SISTEMAS DE MEXICO SA DE CV,IMSS,,AA-050GYR057-E170-2022,,Adquisiciones,08-06-2023,2022-09-06
2022,110319.0,2796877,AUDIO SISTEMAS DE MEXICO SA DE CV,IMSS,,AA-050GYR057-E170-2022,,Adquisiciones,08-06-2023,2022-09-06
2021,254932.36,2495664,INBIOMED SA DE CV,INCARD,Servicios,AA-012NCA001-E385-2021,,Servicios,08-06-2023,2021-04-01
2021,75000.0,2531541,RYSE MEDICA,IMSS,Consumibles,LA-050GYR009-E53-2021,,Adquisiciones,08-06-2023,2021-06-14
2022,445711.94,2870151,PHILIPS MEXICO COMMERCIAL SA DE CV,SEMAR,Servicios,AA-013000999-E1415-2022,,Servicios,08-06-2023,2022-09-23
2021,992541.92,2678942,PROVEEDORA INTEGRAL DE EMPRESAS SA DE CV,IMSS,Servicios,IA-050GYR069-E289-2021,,Servicios,08-06-2023,2021-12-09
2021,177810.0,2589996,EDUARDO ANTONIO OLIVER SOTO,SSA,Servicios,AA-012000991-E240-2021,,Servicios,08-06-2023,2021-09-13
2022,649290.8615,2833705,APFELBAUM INDUSTRIAL INC,ESSA,,LA-010K2N001-E468-2022,,Adquisiciones,08-06-2023,2022-07-14
2022,288569.09,2817793,AH CORPORATIVO MEDICO DE MEXICO SA DE CV,IMSS,Servicios,IA-050GYR008-E155-2022,,Adquisiciones,08-06-2023,2022-02-07
2021,794560.0,2443057,ABSTEN DIAGNOSTIK SA DE CV,IMSS,Servicios,LA-050GYR060-E428-2020,,Servicios,08-06-2023,2021-01-11
2021,451619.54,2443060,EQUIPOS INSTRUMENTOS TUBERIA Y ACCESORIOS IND,IMSS,Servicios,LA-050GYR060-E428-2020,,Servicios,08-06-2023,2021-01-11
2022,73834.0,2786005,VISION BIOMEDICA SA DE CV,IMSS,Anestesia,AA-050GYR067-E102-2022,,Adquisiciones,08-06-2023,2022-05-31
2021,385710.0,2681347,SH DIAGNOSTICA SA DE CV,COAH,Instrumental medico,AA-905038959-E77-2021,,Adquisiciones,08-06-2023,2021-11-05
2022,59400.0,2871923,SISTEMAS DE ACONDICIONAMIENTO AMBIENTAL SA DE,CINVESTAV,Servicios,AA-011L4J999-E554-2022,,Servicios,08-06-2023,2022-09-29
2021,42569.0,2532075,MARIANA BELTRAN CORTES,CONAGUA,Servicios,AA-016B00031-E28-2021,,Servicios,08-06-2023,2021-06-25
2022,60526.72,2921409,INELAB SA DE CV,MICH,Servicios,AA-916011999-E67-2022,,Servicios,08-06-2023,2022-12-17
2022,272632.5,2944514,INSTRUMENTS NANOTECH SA DE CV,IPICYT,Servicios,AA-03891W001-E397-2022,,Servicios,08-06-2023,2022-12-21
2022,350064.0,2817535,SERVICIOS E INNOVACIONES DE MEXICO SA DE CV,IMSS,Servicios,LA-050GYR071-E114-2021,,Servicios,08-06-2023,2022-01-01
2022,4493180.0,2864795,EQUIPAMIENTO Y ASESORIA EN INGENIERIA BIOMEDI,SEMAR,Camas,IA-013000999-E978-2022,,Adquisiciones,08-06-2023,2022-05-09
2021,1349172.7,2531645,LUIS EDUARDO SAENZ PALLARES,IMSS,Consumibles,LA-050GYR009-E53-2021,,Adquisiciones,08-06-2023,2021-06-14
2022,392200.0,2833247,CONTROL TECNICO Y REPRESENTACIONES SA DE CV,INPER,Servicios,AA-012NDE001-E264-2022,,Servicios,08-06-2023,2022-07-22
2022,55.187,2831987,DEWIMED SA,ISSSTE,Servicios,AA-051GYN880-E54-2022,,Servicios,08-06-2023,2022-07-07
2022,88750.0,2877153,DISTRIBUIDORA IMPARABLES SA DE CV,IMSS,,LA-050GYR091-E117-2022,,Adquisiciones,08-06-2023,2022-05-10
2021,360000.0,2634907,CIBERNETICA Y MEDICINA SA DE CV,IMSS,Servicios,LA-050GYR022-E201-2021,,Servicios,08-06-2023,2021-07-08
2022,71825.16,2806787,GOLD-ONE SUPPLIES MEXICO SA DE CV,CINVESTAV,Servicios,AA-011L4J992-E21-2022,,Adquisiciones,08-06-2023,2022-06-27
2022,120862.07,2792916,EBIOQUIM SA DE CV,INCAN,Servicios,AA-012NBV001-E193-2022,,Servicios,08-06-2023,2022-05-19
2021,60000.0,2584083,NEGRETE LOREDO DAVID,IPICYT,Servicios,AA-03891W001-E221-2021,,Servicios,08-06-2023,2021-09-08
2022,300348.9,2731155,COMERCIT SA DE CV,IMSS,,LA-050GYR057-E70-2022,,Adquisiciones,08-06-2023,2022-03-25
2022,65.7156,2941060,IMPORTACIONES GERKA SA DE CV,YUC,Camas,AA-931008986-E23-2022,,Adquisiciones,08-06-2023,2022-12-23
2022,205632.0,2817537,SERVICIOS E INNOVACIONES DE MEXICO SA DE CV,IMSS,Servicios,LA-050GYR071-E114-2021,,Servicios,08-06-2023,2022-01-01
2021,75855000.0,2672530,EMPRESAS KLAVE SA DE CV,NL,Laboratorio,LA-919043975-E1-2021,,Adquisiciones,08-06-2023,2021-12-30
2022,2763720.0,2911154,SERVICIO Y VENTA DE INSUMOS MEDICOS ESPECIALI,ISSSTE,Instrumental quirurgico,LA-051GYN059-E13-2022,,Adquisiciones,08-06-2023,2022-11-15
2022,1862912.0,2911170,SERVICIO Y VENTA DE INSUMOS MEDICOS ESPECIALI,ISSSTE,Instrumental quirurgico,LA-051GYN059-E13-2022,,Adquisiciones,08-06-2023,2022-11-15
2022,352900.0,2876625,HEALTHCARE SYSTEMS DE MEXICO SA DE CV,IMSS,Carro rojo,AA-050GYR057-E287-2022,,Adquisiciones,08-06-2023,2022-05-10
2022,1605330.0,2784877,MATILDE DEL SOCORRO MENA ACOSTA,IMSS,Servicios,LA-050GYR013-E36-2022,,Servicios,08-06-2023,2022-07-01
2022,32517.0,2815733,MERCK SA DE CV,INCMNSZ,Servicios,AA-012NCG001-E1400-2022,,Adquisiciones,08-06-2023,2022-06-17
2022,95580.0,2912619,ELECTRONICA Y MEDICINA SA,INCMNSZ,Camaras,AA-012NCG001-E2417-2022,,Adquisiciones,08-06-2023,2022-10-14
2021,232500.0,2499967,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-050GYR050-E91-2021,,Adquisiciones,08-06-2023,2021-04-23
2022,157398.0,2917369,VICTOR JAVIER TOQUINTO JURADO,IMSS,,IA-050GYR009-E209-2022,,Adquisiciones,08-06-2023,2022-11-18
2021,242250.0,2623634,COMERCIALIZACION Y PROYECTOS DEL SURESTE SA,IMSS,Consumibles,AA-050GYR063-E154-2021,,Adquisiciones,08-06-2023,2021-08-05
2022,1663200.0,2789931,ABASTECEDOR TERAPEUTICO SA DE CV,IMSS,Consumibles,LA-050GYR076-E7-2022,,Adquisiciones,08-06-2023,2022-12-04
2022,3515568.8,2837489,DEWIMED SA,SEMAR,,IA-013000999-E827-2022,,Adquisiciones,08-06-2023,2022-07-29
2021,185204.0,2680039,DHB BIOMED CONSULTANT GROUP SA DE CV,IMSS,Consumibles,LA-050GYR012-E301-2021,,Adquisiciones,08-06-2023,2021-11-22
2022,618150.0,2871884,SERVICIOS Y EQUIPOS MEDICOS DE AGUASCALIENTES,AGS,Servicios,LA-901039989-E6-2022,,Adquisiciones,08-06-2023,2022-02-03
2021,64541.5,2587551,DAL ESTRATEGIAS Y SOLUCIONES EMPRESARIALES SA,SEDENA,Servicios,LA-007000999-E507-2021,,Adquisiciones,08-06-2023,2021-06-17
2021,769255.3,2587553,DRAGER MEDICAL MEXICO SA DE CV,SEDENA,Servicios,LA-007000999-E507-2021,,Adquisiciones,08-06-2023,2021-06-17
2022,51900.0,2873759,EQUIPAR SA DE CV,IMP,Accesorios,IA-018T0O002-E37-2022,,Adquisiciones,08-06-2023,2022-07-09
2021,240000.0,2443401,PERKIN ELMER DE MEXICO SA,CDMX,Servicios,IA-909004998-E18-2020,,Adquisiciones,08-06-2023,2021-01-04
2021,79500.0,2443409,JUAN JOSE RAMIREZ MARTINEZ,CDMX,Servicios,IA-909004998-E18-2020,,Adquisiciones,08-06-2023,2021-01-04
2021,246261.0,2444823,INGENIERIA Y ELECTROSISTEMAS SA DE CV,IMSS,Servicios,LA-050GYR050-E254-2020,,Servicios,08-06-2023,2021-01-28
2021,679601.55,2444831,INGENIERIA APLICADA A LA SALUD SA DE CV,IMSS,Servicios,LA-050GYR050-E254-2020,,Servicios,08-06-2023,2021-01-28
2021,17000.0,2495073,E+ HEALTHCARE TECHNOLOGY SOLUTIONS SA DE CV,IMSS,Servicios,LA-050GYR032-E29-2021,,Servicios,08-06-2023,2021-04-07
2021,680000.0,2587276,PERKIN ELMER DE MEXICO SA,SEDENA,Servicios,AA-007000999-E837-2021,,Servicios,08-06-2023,2021-08-20
2022,1820043.06,2870232,WATERS SA DE CV,INPER,Servicios,AA-012NDE001-E321-2022,,Servicios,08-06-2023,2022-07-29
2022,35713.5,2870252,SERVICIENTIFICA-MEDICA SA DE CV,INCMNSZ,Esterilizador,AA-012NCG001-E1778-2022,,Adquisiciones,08-06-2023,2022-12-08
2021,820000.0,2633682,EQUIPAR SA DE CV,CIBNOR,Camaras,AA-03890O001-E83-2021,,Adquisiciones,08-06-2023,2021-11-10
2022,224900.0,2785677,SERVICIOS Y SOLUCIONES CLEMA SA DE CV,IMSS,Servicios,AA-050GYR033-E222-2022,,Servicios,08-06-2023,2022-03-06
2021,107230.0,2531697,SONOMEDICS SA DE CV,IMSS,Consumibles,LA-050GYR009-E53-2021,,Adquisiciones,08-06-2023,2021-06-14
2022,138673.69,2883816,AGILENT TECHNOLOGIES MEXICO S DE RL DE CV,COLPOS,Servicios,AA-008IZC999-E258-2022,,Adquisiciones,08-06-2023,2022-12-10
2022,46800.0,2833876,RICMAT GLOBAL BIOMEDICAL SA DE CV,ISSSTE,Servicios,AA-051GYN061-E75-2022,,Adquisiciones,08-06-2023,2022-05-27
2021,27811.38,2531877,PREVENCION Y SOLUCIONES K-B SA DE CV,IMSS,Consumibles,LA-050GYR009-E53-2021,,Adquisiciones,08-06-2023,2021-06-14
2022,65870.7,2886824,INFRA SA DE CV,CENAM,Servicios,AA-010K2H001-E297-2022,,Adquisiciones,08-06-2023,2022-10-14
2021,59700.0,2680050,GLV GENERAL DE INSUMOS SA,IMSS,Consumibles,LA-050GYR012-E301-2021,,Adquisiciones,08-06-2023,2021-11-22
2021,11661.0,2531904,VITER MEDICAL SA DE CV,IMSS,Consumibles,LA-050GYR009-E53-2021,,Adquisiciones,08-06-2023,2021-06-14
2022,907307.21,2855967,PERKIN ELMER DE MEXICO SA,IPN,Laboratorio,LA-011B00001-E2085-2022,,Adquisiciones,08-06-2023,2022-02-09
2022,860750.0,2955514,DIMSA INTERPRETACION MEDICA SA DE CV,IMSS,Instrumental medico,LA-050GYR040-E21-2022,,Adquisiciones,08-06-2023,2022-08-26
2022,8877364.32,2955523,CONSULTING ALL SERVICE IN TELECOM AND MEDICE,IMSS,Dental,LA-050GYR040-E21-2022,,Adquisiciones,08-06-2023,2022-08-26
2021,143751.8,2636292,KARL STORZ ENDOSCOPIA MEXICO SA DE CV,IMSS,Instrumental quirurgico,LA-050GYR067-E252-2021,,Adquisiciones,08-06-2023,2021-11-13
2022,342824.75,2848089,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Balanza,AA-050GYR003-E281-2022,,Adquisiciones,08-06-2023,2022-08-08
2022,241379.0,2944832,COMERCIALIZADORA SARHUA SA DE CV,QRO,Servicios,IA-922010998-E18-2022,,Servicios,08-06-2023,2022-10-31
2022,6988800.0,2955525,MAPE+TZIN SA DE CV,IMSS,Dental,LA-050GYR040-E21-2022,,Adquisiciones,08-06-2023,2022-08-26
2022,2250248.28,2955528,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Instrumental medico,LA-050GYR040-E21-2022,,Adquisiciones,08-06-2023,2022-08-26
2022,1160000.0,2955529,ADALU INGENIERIA SA DE CV,IMSS,Dental,LA-050GYR040-E21-2022,,Adquisiciones,08-06-2023,2022-08-26
2022,2963515.5,2955530,SERVICIOS DE INGENIERIA EN MEDICINA SA DE CV,IMSS,Cuidado materno infantil,LA-050GYR040-E21-2022,,Adquisiciones,08-06-2023,2022-08-26
2022,48999900.0,2955531,JOSE SAFAR BOUERI,IMSS,Dental,LA-050GYR040-E21-2022,,Adquisiciones,08-06-2023,2022-08-26
2021,2710000.0,2500601,PRODUCTOS STANTON SA DE CV,IMSS,,LA-050GYR033-E75-2021,,Adquisiciones,08-06-2023,2021-04-30
2022,63400.0,2904015,SUMINISTRO PARA USO MEDICO Y HOSPITALARIO SA,INCMNSZ,Mastografia,AA-012NCG001-E2102-2022,,Adquisiciones,08-06-2023,2022-10-13
2021,165010.0,2507107,SIDEV SA DE CV,IMP,Servicios,AA-018T0O004-E106-2021,,Adquisiciones,08-06-2023,2021-05-07
2021,71631.5685,2589924,INTERPACK AMERICA SA DE CV,CIQA,Servicios,AA-03890U001-E140-2021,,Adquisiciones,08-06-2023,2021-09-21
2022,18208.0,2812154,INNTECSA INNOVACION TECNOLOGICA PARA LA SALUD,IMSS,Servicios,AA-050GYR033-E309-2022,,Servicios,08-06-2023,2022-06-07
2021,126000.0,2675236,EDGARDO MACEDO CUESTA,IMSS,Servicios,LA-050GYR039-E35-2021,,Servicios,08-06-2023,2021-05-14
2021,111692.25,2500604,QUANTUM MEDICAL GROUP SA DE CV,IMSS,,LA-050GYR033-E75-2021,,Adquisiciones,08-06-2023,2021-04-30
2021,160793.1,2675241,EQUIPOS INTERFERENCIALES DE MEXICO SA DE CV,IMSS,Servicios,LA-050GYR039-E35-2021,,Servicios,08-06-2023,2021-05-14
2021,126000.0,2619114,FLEXUS SA DE CV,IMSS,Servicios,LA-050GYR022-E91-2021,,Servicios,08-06-2023,2021-05-08
2021,42833.0,2619204,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO SA,IMSS,Consumibles,LA-050GYR013-E275-2021,,Adquisiciones,08-06-2023,2021-10-01
2021,173000.0,2496461,HARSOM SOLUCIONES MEDICAS SA DE CV,CRAE,Servicios,AA-012M7A001-E156-2021,,Servicios,08-06-2023,2021-04-15
2022,87886.2,2824103,ARMANDO NERIA VICTORIA,IMSS,Servicios,AA-050GYR016-E162-2022,,Servicios,08-06-2023,2022-05-23
2021,1185000.0,2674418,DISTRIBUIDORA MEDICA INTEGRAL TIMED SA DE CV,INNN,Monitoreo,AA-012NCK001-E380-2021,,Adquisiciones,08-06-2023,2021-12-10
2021,103740.0,2496474,CARLOS MERGOLD AVILA,CRAE,Servicios,AA-012M7A001-E157-2021,,Servicios,08-06-2023,2021-04-15
2021,32378.0,2673913,LUIS ALBERTO SOLIS MENDIOLA,IPN,Servicios,AA-011B00001-E982-2021,,Servicios,08-06-2023,2021-10-08
2022,399845.0,2854527,XPERTO INTEGRAL SYSTEMS SA DE CV,CIQA,Servicios,AA-03890U001-E113-2022,,Servicios,08-06-2023,2022-03-08
2021,458360.0,2445191,SERVICIOS MEDICOS Y TECNICOS SA DE CV,IMSS,Servicios,AA-050GYR023-E17-2021,,Adquisiciones,08-06-2023,2021-02-11
2022,58550.0,2884842,GAFER SCIENTIFIC SAS DE CV,IMSS,,AA-050GYR059-E126-2022,,Adquisiciones,08-06-2023,2022-09-19
2021,140605.506,2501422,CASONATO STEELCO SPA SA DE CV,INNN,Servicios,AA-012NCK002-E44-2021,,Servicios,08-06-2023,2021-04-19
2022,94925.0,2846536,SERVICIOS MEDICOS Y TECNICOS SA DE CV,IMSS,Consumibles,LA-050GYR037-E116-2022,,Adquisiciones,08-06-2023,2022-07-21
2022,19600.0,2846559,SONOMEDICS SA DE CV,IMSS,Consumibles,LA-050GYR037-E116-2022,,Adquisiciones,08-06-2023,2022-07-21
2021,360.0,2530764,LUIS REY HERRERA RIOS,HJM,Consumibles,AA-012NAW001-E446-2021,,Adquisiciones,08-06-2023,2021-06-22
2021,2017670.17,2675085,INSTRUMENTACION MEDICA SA DE CV,INNN,Laboratorio,AA-012NCK001-E381-2021,,Adquisiciones,08-06-2023,2021-12-10
2021,6685900.0,2674225,SERVICIOS AVANZADOS EN MEDICINA INTEGRAL SA D,INNN,Instrumental quirurgico,AA-012NCK001-E379-2021,,Adquisiciones,08-06-2023,2021-12-10
2021,167000.0,2675248,PROVEEDORA INTEGRAL DE EMPRESAS SA DE CV,IMSS,Servicios,LA-050GYR039-E35-2021,,Servicios,08-06-2023,2021-05-14
2021,44000.0,2675250,VICTOR EDER GUTIERREZ RODRIGUEZ,IMSS,Servicios,LA-050GYR039-E35-2021,,Servicios,08-06-2023,2021-05-14
2021,145000.0,2675256,ALBERTO PERLASCA GARCIA,IMSS,Servicios,LA-050GYR039-E37-2021,,Servicios,08-06-2023,2021-05-17
2022,44950.0,2922520,NALLELY IVONNE DOMINGUEZ ARANGO,IMSS,,AA-050GYR046-E197-2022,,Adquisiciones,08-06-2023,2022-11-23
2022,32466.0,2922527,MASI CIENTIFICA SA DE CV,IMSS,,AA-050GYR046-E197-2022,,Adquisiciones,08-06-2023,2022-11-23
2021,170289.46,2585267,SIX MED SA DE CV,IMSS,Servicios,AA-050GYR036-E229-2021,,Servicios,08-06-2023,2021-09-10
2022,84826.6,2918362,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEAR,IMP,Servicios,EPO-018T0O004-N393-2022,,Servicios,08-06-2023,2022-07-21
2022,2025146.0,2837131,CP SOLUCIONES INTEGRALES EN TECNOLOGIA MEDICA,AGS,Servicios,LA-901026999-E55-2022,,Servicios,08-06-2023,2022-02-08
2021,23098.07,2631448,DEWIMED SA,SEDENA,Construccion,AA-007000999-E1077-2021,,Adquisiciones,08-06-2023,2021-10-26
2021,993967.0,2628746,MAQUET MEXICANA S DE RL DE CV,INR,Servicios,AA-012NDF999-E784-2021,,Servicios,08-06-2023,2021-09-01
2021,343533.0,2673650,JOSE ANTONIO GARCIA PULIDO,IMSS,Servicios,LA-050GYR088-E155-2021,,Adquisiciones,08-06-2023,2021-11-30
2021,56937.0,2533216,CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN,CONAGUA,Servicios,EPO-016B00031-N30-2021,,Servicios,08-06-2023,2021-08-02
2022,2110626.0,2665532,SERVICIO Y SOPORTE BIOMEDICO SA DE CV,IMSS,Servicios,LA-050GYR067-E269-2021,,Servicios,08-06-2023,2022-01-01
2021,55000.0,2500238,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO SA,IMSS,,LA-050GYR033-E75-2021,,Adquisiciones,08-06-2023,2021-04-30
2021,270734.68,2500253,INDUSTRIAS COBRAMEX SA DE CV,IMSS,,LA-050GYR033-E75-2021,,Adquisiciones,08-06-2023,2021-04-30
2021,115652.0,2500273,INDUSTRIAS DANJUR SA DE CV,IMSS,,LA-050GYR033-E75-2021,,Adquisiciones,08-06-2023,2021-04-30
2021,108069.0,2637436,PROVEEDORA DE INSUMOS ACUICOLAS SA DE CV,CIBNOR,Laboratorio,AA-03890O001-E86-2021,,Adquisiciones,08-06-2023,2021-11-16
2022,66419.2,2874826,TECNO COMERCIAL PAKTLI SA DE CV,IMSS,Consumibles,LA-050GYR012-E86-2022,,Adquisiciones,08-06-2023,2022-08-09
2022,41000.0,2665291,BIOABAST SA DE CV,IMSS,Servicios,LA-050GYR067-E269-2021,,Servicios,08-06-2023,2022-01-01
2021,46100.0,2672317,SILVERA CIENCIA E INGENIERIA SA DE CV,IPN,Servicios,AA-011B00001-E931-2021,,Servicios,08-06-2023,2021-11-08
2021,153951.0,2495043,INSTRUMEDICAL SA DE CV,INER,Monitoreo,AA-012NCD001-E143-2021,,Adquisiciones,08-06-2023,2021-04-09
2021,77000.0,2495079,MAC INGENIERIA Y DESARROLLO SA DE CV,IMSS,Servicios,LA-050GYR032-E29-2021,,Servicios,08-06-2023,2021-04-07
2022,420500.0,2665545,EQUIPAMIENTO Y CONSULTORIA INTEGRAL SA DE CV,IMSS,Servicios,LA-050GYR067-E269-2021,,Servicios,08-06-2023,2022-01-01
2021,525200.0,2674708,ASESORES EN RADIACIONES SA,IMSS,Servicios,AA-050GYR046-E166-2021,,Servicios,08-06-2023,2021-04-19
2022,600000.0,2882077,GRUPO EOLICA SA DE CV,HGM,Servicios,AA-012NBD001-E434-2022,,Servicios,08-06-2023,2022-10-10
2021,73274.82,2640035,LAB TECH INSTRUMENTACION SA DE CV,COLPOS,Servicios,AA-008IZC999-E745-2021,,Servicios,08-06-2023,2021-11-26
2021,5816508.0,2509573,RYSE MEDICA,INCARD,,AA-012NCA001-E487-2021,,Adquisiciones,08-06-2023,2021-05-13
2021,121880.0,2500629,ZAMOSA SA DE CV,IMSS,,LA-050GYR033-E75-2021,,Adquisiciones,08-06-2023,2021-04-30
2022,304982.0,2665303,GRUPO EOLICA SA DE CV,IMSS,Servicios,LA-050GYR067-E269-2021,,Servicios,08-06-2023,2022-01-01
2021,103914.6,2531961,SOLUCIONES INTEGRALES OFTALMOLOGICAS TRIANA S,IMSS,Consumibles,LA-050GYR009-E53-2021,,Adquisiciones,08-06-2023,2021-06-14
